ID,Edad,Género,Ingresos,Compra
251,26,Male,30443,true
252,41,Male,189034,false
253,18,Male,34541,false
254,38,Male,57644,false
255,34,Male,198950,false
256,25,Female,113511,false
257,32,Female,26976,false
258,49,Male,25780,true
259,44,Male,171696,false
260,59,Female,88226,false
261,63,Male,40556,false
262,30,Female,168346,false
263,50,Male,149529,true
264,55,Male,33302,false
265,29,Male,63878,false
266,56,Female,27097,false
267,56,Male,192167,false
268,54,Male,58349,false
269,72,Male,27363,false
270,34,Female,47167,false
271,76,Male,108550,false
272,62,Male,169434,false
273,31,Female,47743,true
274,68,Female,86142,true
275,69,Male,91817,true
276,24,Male,163642,false
277,25,Female,102770,false
278,18,Male,128400,true
279,70,Male,31058,false
280,78,Male,94999,false
281,20,Male,90512,false
282,44,Female,21965,true
283,77,Female,136819,true
284,50,Male,149696,true
285,60,Male,195051,true
286,76,Female,131124,false
287,72,Female,21950,true
288,40,Female,108798,false
289,48,Male,171227,true
290,52,Female,37006,false
291,60,Male,167348,true
292,26,Female,36196,true
293,72,Male,198416,false
294,36,Female,188876,false
295,33,Female,89911,false
296,48,Male,54931,false
297,41,Male,176479,false
298,38,Male,159454,false
299,45,Female,33546,false
300,37,Female,190635,false
301,61,Female,199154,false
302,38,Female,157576,false
303,44,Male,61987,true
304,78,Male,36375,true
305,28,Female,176112,false
306,79,Female,87357,false
307,31,Female,75265,false
308,60,Female,53113,true
309,18,Female,85946,true
310,19,Male,21658,false
311,62,Female,118769,true
312,21,Male,77708,false
313,24,Male,70764,false
314,39,Female,73453,false
315,45,Male,117415,false
316,22,Male,91922,false
317,71,Female,171299,false
318,70,Female,38340,false
319,28,Female,179726,false
320,40,Male,104853,false
321,42,Female,154659,false
322,21,Female,179335,true
323,31,Female,146450,false
324,39,Female,51412,false
325,69,Male,168402,false
326,56,Male,116227,false
327,75,Female,160582,false
328,58,Female,83011,false
329,46,Female,23562,false
330,40,Male,32718,true
331,75,Male,39454,true
332,26,Female,117007,false
333,64,Female,59765,false
334,36,Female,59517,false
335,28,Male,77526,true
336,24,Male,96040,true
337,45,Male,43626,true
338,25,Male,92024,false
339,63,Male,91168,false
340,63,Male,95763,false
341,32,Female,110965,true
342,61,Female,99031,true
343,47,Male,153699,true
344,21,Male,80201,false
345,70,Female,64544,false
346,37,Female,65786,true
347,42,Female,105660,false
348,52,Female,30501,false
349,20,Female,39563,true
350,35,Female,142189,false
351,75,Female,31575,false
352,72,Female,143563,false
353,57,Female,185860,true
354,77,Male,116807,false
355,40,Male,128327,true
356,35,Female,157995,false
357,21,Male,163673,false
358,55,Female,131554,false
359,24,Female,83631,false
360,55,Female,144761,false
361,37,Male,143882,false
362,34,Female,156344,false
363,77,Male,122633,false
364,72,Female,176706,true
365,27,Male,93933,true
366,67,Male,198339,false
367,22,Male,83193,false
368,40,Male,27941,true
369,50,Female,39709,true
370,72,Male,161446,true
371,70,Male,43971,false
372,66,Male,141342,true
373,60,Male,55911,false
374,27,Female,104434,false
375,67,Male,144914,false
376,35,Male,81864,true
377,31,Female,63352,false
378,40,Male,94357,false
379,54,Female,168517,false
380,61,Male,125621,false
381,31,Male,107554,false
382,25,Male,118462,false
383,23,Male,90586,false
384,31,Male,157097,false
385,20,Female,92988,false
386,80,Male,62561,false
387,51,Male,62021,false
388,53,Female,185267,false
389,79,Female,39105,true
390,36,Male,132006,false
391,49,Female,20956,false
392,78,Male,49795,false
393,32,Female,67461,true
394,24,Female,73908,true
395,48,Female,93835,false
396,35,Male,31234,false
397,35,Male,174251,false
398,60,Male,31209,false
399,26,Female,120472,false
400,62,Male,67853,false
401,27,Female,135940,true
402,19,Female,106314,false
403,63,Male,40238,true
404,56,Male,125410,false
405,35,Male,59874,false
406,28,Female,187068,false
407,27,Female,134833,true
408,36,Female,22404,false
409,72,Female,144746,false
410,66,Female,87854,false
411,24,Male,75842,false
412,43,Male,117808,false
413,26,Male,116325,false
414,37,Female,58677,false
415,23,Male,118472,false
416,56,Male,91278,true
417,29,Female,188664,true
418,71,Male,180087,false
419,76,Male,67665,false
420,25,Female,25738,false
421,27,Female,175877,true
422,61,Male,21199,false
423,53,Female,140779,true
424,73,Female,28841,false
425,61,Male,196760,false
426,72,Female,167294,true
427,52,Male,39981,true
428,42,Male,175786,false
429,63,Female,91834,false
430,54,Female,48867,false
431,29,Male,102950,false
432,46,Male,69266,false
433,32,Female,180469,false
434,59,Male,196591,false
435,78,Female,103101,false
436,53,Male,30813,true
437,67,Female,75668,false
438,46,Female,157427,true
439,34,Female,174590,true
440,59,Female,44120,false
441,34,Male,161203,false
442,51,Female,51472,false
443,72,Male,77181,false
444,30,Female,142680,true
445,62,Male,103975,false
446,20,Female,25353,true
447,22,Male,181904,false
448,30,Female,61670,true
449,47,Male,138114,false
450,45,Female,81921,false
451,61,Male,170005,false
452,55,Male,172122,false
453,59,Male,100687,true
454,50,Male,40223,true
455,66,Female,96335,false
456,72,Male,197145,false
457,77,Female,177219,false
458,26,Male,71112,true
459,77,Female,38033,false
460,21,Male,60523,true
461,27,Female,129817,false
462,63,Female,192788,false
463,28,Female,184592,false
464,41,Female,126207,false
465,80,Female,39223,false
466,47,Male,138498,false
467,25,Female,55083,false
468,44,Male,41819,false
469,43,Female,176022,false
470,37,Male,141435,false
471,71,Female,108786,true
472,73,Female,58558,false
473,51,Female,111799,false
474,80,Male,177063,false
475,33,Male,80005,false
476,70,Female,128038,true
477,39,Male,45932,false
478,53,Male,97471,false
479,30,Female,83062,false
480,41,Female,55950,false
481,50,Male,90555,true
482,75,Male,183516,false
483,50,Male,168701,false
484,74,Male,114407,true
485,52,Male,188261,true
486,34,Female,47027,true
487,64,Female,66833,false
488,64,Male,138660,false
489,19,Female,40235,false
490,26,Male,31567,false
491,42,Male,164158,false
492,59,Female,102331,true
493,55,Male,75316,false
494,75,Female,100946,true
495,55,Female,160151,false
496,26,Male,177955,false
497,64,Female,197133,false
498,34,Male,35742,true
499,21,Female,180287,false
500,64,Male,94462,true
501,21,Female,197263,false
502,28,Female,141352,false
503,41,Female,36093,false
504,29,Female,28179,false
505,19,Male,187205,false
506,59,Male,164141,false
507,71,Female,74288,false
508,67,Male,37993,false
509,48,Female,100156,false
510,66,Female,77404,false
511,28,Female,63707,true
512,20,Male,174335,false
513,18,Female,158730,false
514,56,Female,52631,true
515,78,Female,153739,false
516,25,Male,83818,false
517,59,Female,145289,false
518,79,Female,38901,true
519,52,Female,40697,false
520,66,Female,190971,false
521,25,Female,166423,false
522,79,Male,168218,true
523,38,Male,134099,false
524,60,Female,147342,false
525,42,Female,168138,false
526,28,Female,174554,true
527,75,Female,157914,false
528,61,Male,25806,false
529,30,Female,131632,false
530,36,Male,129865,false
531,39,Female,125543,false
532,35,Male,93601,true
533,18,Female,82003,false
534,60,Male,180939,false
535,35,Male,162724,false
536,36,Male,140838,false
537,19,Female,56966,true
538,56,Male,90623,true
539,27,Male,115676,false
540,63,Female,21946,false
541,58,Female,196106,false
542,78,Male,97248,true
543,53,Male,103344,false
544,39,Female,169993,true
545,40,Female,157333,false
546,73,Male,192502,true
547,35,Male,185046,false
548,68,Male,127720,true
549,71,Female,188382,true
550,49,Female,164485,true
551,29,Female,141007,false
552,28,Male,173723,true
553,48,Female,158960,false
554,67,Female,186454,true
555,25,Male,151911,false
556,36,Female,40703,false
557,31,Female,93505,false
558,51,Female,73111,true
559,19,Male,141067,true
560,70,Female,50430,false
561,31,Male,33418,false
562,61,Male,122090,false
563,74,Female,170315,false
564,18,Female,27248,false
565,75,Male,157049,false
566,18,Male,117345,false
567,29,Male,75164,false
568,29,Male,119037,false
569,51,Male,73710,true
570,68,Female,98079,false
571,30,Female,141761,false
572,43,Female,149481,false
573,73,Male,21743,false
574,22,Female,136211,true
575,30,Male,163193,true
576,67,Male,49628,false
577,23,Female,196922,true
578,71,Female,118190,false
579,25,Male,173497,false
580,64,Male,47418,true
581,41,Female,77567,true
582,70,Female,91465,true
583,79,Female,122402,false
584,37,Male,164011,false
585,26,Male,163706,false
586,53,Male,156303,false
587,36,Male,117792,false
588,21,Female,93540,false
589,38,Male,161129,false
590,32,Male,60171,false
591,56,Male,30462,false
592,64,Female,80869,false
593,34,Female,170796,false
594,64,Male,69777,false
595,37,Female,145629,true
596,59,Female,29774,false
597,65,Female,159103,false
598,58,Female,97991,true
599,56,Female,24937,false
600,57,Male,40023,false
601,21,Male,135971,true
602,30,Female,152854,false
603,24,Male,183407,true
604,33,Female,165946,false
605,40,Female,76718,false
606,42,Male,39987,true
607,70,Male,160191,false
608,19,Female,27770,false
609,59,Male,51219,false
610,77,Male,139595,true
611,49,Male,185671,false
612,77,Female,106888,false
613,51,Female,97377,false
614,64,Male,149885,false
615,79,Female,158613,false
616,59,Female,61046,false
617,50,Female,69183,true
618,77,Male,84008,false
619,80,Female,146072,false
620,28,Male,137633,false
621,65,Male,97120,true
622,25,Female,65769,true
623,61,Female,25961,false
624,35,Female,161658,true
625,58,Male,160782,false
626,77,Male,66507,false
627,51,Male,63296,false
628,70,Female,196946,true
629,79,Female,144783,true
630,73,Male,61282,false
631,50,Male,76955,true
632,36,Male,95620,true
633,70,Male,42593,false
634,60,Female,139366,true
635,38,Female,128078,false
636,48,Male,35281,false
637,55,Female,177718,false
638,34,Female,138129,false
639,40,Male,21294,false
640,45,Male,95811,false
641,20,Female,65824,false
642,54,Female,132488,false
643,24,Male,31967,false
644,28,Male,194814,false
645,23,Female,198477,false
646,68,Female,150145,false
647,38,Male,64182,true
648,66,Male,198014,false
649,18,Male,102170,false
650,36,Male,172783,true
651,69,Female,193401,true
652,43,Male,148118,false
653,57,Female,131279,false
654,43,Female,155888,false
655,52,Male,56038,false
656,46,Female,72763,false
657,45,Female,73742,false
658,76,Male,64002,false
659,39,Male,119515,true
660,76,Female,46133,false
661,52,Female,160176,false
662,53,Female,189923,false
663,77,Male,142656,false
664,72,Female,83037,false
665,48,Female,94992,true
666,43,Male,89906,false
667,65,Female,62801,true
668,54,Male,144250,false
669,18,Male,95894,false
670,79,Female,99090,false
671,48,Male,40336,false
672,49,Female,80155,false
673,77,Male,156570,false
674,48,Female,173164,true
675,49,Female,35171,true
676,24,Female,176870,false
677,60,Female,43582,false
678,71,Male,169856,false
679,31,Female,76118,true
680,61,Female,27521,true
681,43,Male,113499,false
682,64,Female,179775,false
683,55,Female,47068,true
684,68,Female,172138,false
685,61,Male,87342,true
686,49,Female,182949,false
687,73,Male,77192,true
688,33,Male,66201,false
689,58,Female,54096,false
690,44,Male,123921,false
691,47,Male,23133,true
692,37,Female,170053,false
693,25,Female,139425,false
694,46,Female,145554,true
695,39,Female,59728,false
696,61,Female,169729,false
697,77,Male,183763,false
698,52,Female,70946,true
699,42,Female,27071,true
700,78,Female,39716,false
701,57,Male,171264,false
702,18,Female,168935,true
703,78,Male,22712,false
704,23,Male,61393,true
705,71,Female,189063,false
706,33,Male,192990,true
707,18,Female,29282,false
708,58,Male,99585,false
709,41,Female,186421,false
710,71,Female,25497,false
711,52,Female,95267,false
712,46,Female,58573,false
713,70,Male,32858,false
714,73,Female,35359,false
715,29,Male,37116,true
716,32,Male,191230,false
717,20,Male,147380,false
718,79,Female,38365,false
719,22,Male,162478,false
720,52,Male,174449,true
721,68,Male,107912,false
722,32,Male,174437,false
723,56,Male,93020,false
724,28,Female,165860,false
725,27,Male,188609,false
726,76,Male,148837,false
727,18,Female,32210,false
728,63,Male,101713,false
729,64,Male,164708,false
730,33,Female,155211,true
731,41,Male,148023,false
732,78,Male,155397,false
733,31,Female,130465,false
734,62,Female,134009,false
735,49,Female,23520,false
736,55,Male,140464,true
737,46,Male,81318,true
738,20,Male,113623,true
739,77,Female,131919,false
740,49,Male,83904,false
741,75,Female,37827,false
742,48,Male,84913,false
743,29,Male,180509,false
744,43,Male,138826,false
745,52,Female,63344,false
746,64,Female,78680,false
747,72,Female,158625,false
748,73,Male,37030,true
749,76,Female,159669,false
750,24,Male,186780,true
751,25,Female,148376,false
752,68,Female,191857,false
753,18,Female,22385,false
754,61,Female,30929,false
755,33,Female,116594,false
756,56,Female,23229,false
757,31,Female,68715,false
758,75,Male,106918,true
759,39,Male,55324,false
760,49,Male,112066,false
761,77,Male,199819,false
762,19,Female,97993,true
763,27,Male,111301,true
764,50,Female,49270,false
765,20,Male,122997,false
766,53,Female,120703,false
767,38,Male,134341,false
768,53,Female,180609,false
769,65,Male,127040,false
770,57,Female,151110,true
771,57,Male,100598,false
772,71,Female,99021,true
773,79,Female,28775,true
774,79,Male,170235,true
775,39,Female,169346,true
776,51,Male,139838,true
777,23,Male,50528,true
778,65,Male,82159,false
779,49,Male,96749,false
780,62,Male,97230,true
781,67,Male,158683,false
782,40,Male,145072,false
783,25,Female,86456,false
784,47,Female,54495,false
785,78,Male,178036,false
786,61,Male,53907,false
787,40,Female,173287,false
788,36,Male,25444,true
789,54,Male,174631,false
790,73,Female,41504,false
791,24,Male,157414,false
792,44,Male,119872,false
793,58,Male,145533,false
794,30,Male,199038,false
795,49,Female,103922,false
796,22,Female,154861,false
797,63,Male,198931,false
798,68,Female,148384,false
799,40,Female,107084,false
800,77,Male,139179,false
801,62,Female,109172,true
802,69,Male,24132,true
803,38,Female,118637,false
804,46,Male,150052,true
805,71,Female,124544,false
806,42,Female,194216,false
807,49,Female,64612,false
808,24,Male,183744,true
809,22,Male,186367,true
810,44,Female,141594,false
811,71,Female,66514,false
812,44,Male,100756,false
813,62,Female,30502,false
814,39,Female,151661,false
815,26,Female,164180,false
816,67,Male,116738,true
817,68,Male,30012,false
818,72,Female,161977,false
819,28,Male,114909,true
820,47,Female,175980,true
821,41,Male,113369,false
822,75,Male,100694,false
823,80,Male,146645,false
824,35,Female,105662,true
825,46,Male,24160,true
826,72,Male,45221,false
827,39,Female,190693,true
828,26,Female,192044,false
829,70,Female,165981,false
830,22,Female,86522,false
831,19,Female,38496,true
832,59,Female,116627,false
833,50,Female,38479,false
834,56,Male,62653,false
835,20,Female,197472,true
836,71,Female,75511,true
837,76,Male,61243,false
838,29,Male,133761,true
839,46,Male,54003,false
840,39,Female,116903,true
841,39,Female,174264,false
842,42,Male,32210,false
843,73,Male,151056,false
844,49,Male,53048,true
845,37,Male,161479,false
846,63,Female,148865,false
847,51,Male,155360,false
848,46,Male,170933,false
849,19,Male,177364,false
850,69,Male,178788,true
851,60,Male,110027,true
852,66,Female,126650,false
853,24,Male,90719,false
854,34,Male,146922,true
855,46,Female,189172,true
856,53,Male,62910,false
857,23,Female,88414,false
858,80,Female,63778,true
859,71,Female,166109,false
860,73,Female,198892,true
861,24,Male,138906,false
862,48,Female,39749,false
863,29,Female,140785,false
864,40,Female,65149,false
865,68,Female,129533,false
866,70,Female,137810,false
867,37,Male,29672,false
868,68,Female,195392,false
869,70,Female,126873,false
870,37,Female,178746,true
871,40,Female,138915,true
872,33,Female,144629,true
873,29,Male,145462,false
874,45,Female,97348,false
875,46,Male,108544,false
876,59,Male,159643,false
877,41,Female,84850,true
878,20,Female,138429,true
879,21,Female,86448,false
880,55,Male,55303,false
881,48,Male,95379,false
882,21,Female,198447,false
883,41,Male,79127,true
884,50,Male,117213,false
885,67,Male,191747,false
886,35,Male,186247,true
887,18,Female,22991,true
888,50,Female,47872,false
889,49,Male,95911,true
890,61,Male,155206,false
891,19,Male,67380,false
892,50,Male,23688,false
893,38,Female,168537,true
894,70,Female,120802,false
895,34,Female,85086,false
896,61,Female,30608,false
897,39,Male,116539,false
898,65,Female,98270,false
899,26,Male,151701,false
900,18,Female,170685,false
901,57,Female,181672,false
902,31,Male,33780,false
903,46,Male,62950,true
904,80,Female,154989,true
905,61,Male,173604,false
906,33,Male,47526,false
907,45,Male,165123,true
908,51,Female,190932,false
909,75,Male,110767,true
910,48,Female,145110,false
911,69,Male,117136,false
912,38,Male,35544,true
913,61,Female,172411,true
914,52,Male,93829,false
915,56,Male,109003,false
916,64,Male,193562,false
917,60,Female,104121,false
918,46,Female,187036,false
919,73,Male,65181,true
920,64,Male,100843,false
921,48,Male,172129,false
922,64,Male,62437,true
923,19,Female,154675,false
924,36,Female,29179,false
925,44,Female,144848,false
926,34,Female,89490,false
927,24,Male,105080,true
928,31,Male,106547,false
929,28,Male,38919,true
930,25,Female,178960,true
931,39,Female,91027,true
932,73,Male,139629,false
933,46,Male,30298,false
934,51,Male,191057,false
935,72,Female,192207,false
936,33,Male,59929,false
937,40,Female,31009,false
938,56,Female,34673,false
939,39,Female,159413,false
940,73,Male,82089,true
941,74,Male,108542,false
942,30,Male,193343,true
943,66,Female,104380,false
944,37,Female,175595,true
945,55,Female,157999,true
946,42,Female,108718,false
947,34,Female,197136,false
948,23,Male,153606,false
949,36,Male,122915,true
950,55,Male,183542,true
951,79,Female,72787,false
952,54,Male,53943,false
953,18,Female,63293,true
954,30,Female,52541,true
955,79,Male,161854,false
956,24,Female,32806,true
957,38,Male,23061,false
958,69,Female,107485,false
959,74,Female,44773,false
960,80,Female,119727,true
961,44,Male,26773,true
962,65,Male,129704,false
963,52,Female,164293,false
964,34,Female,46488,true
965,21,Male,81021,true
966,38,Female,151842,false
967,66,Male,165127,true
968,62,Male,166867,false
969,32,Female,183854,false
970,18,Female,88261,true
971,79,Female,73690,false
972,39,Male,191251,false
973,38,Female,196240,false
974,34,Male,80253,true
975,45,Female,61433,true
976,58,Female,75707,false
977,59,Female,170630,false
978,77,Female,69803,false
979,34,Male,135636,true
980,79,Male,148977,true
981,43,Male,190580,false
982,76,Female,184156,false
983,76,Female,170090,false
984,27,Male,83776,false
985,39,Female,43111,false
986,42,Female,135989,false
987,72,Male,152124,false
988,24,Female,46617,false
989,38,Female,125922,true
990,23,Male,134494,false
991,55,Female,66197,false
992,47,Male,46555,false
993,76,Female,23926,false
994,54,Female,136722,false
995,47,Male,190605,false
996,22,Male,54196,false
997,77,Female,57360,true
998,26,Male,195630,false
999,72,Male,134387,false
1000,75,Female,100973,false
1001,79,Male,95483,false
1002,20,Male,111069,false
1003,20,Male,30217,true
1004,58,Male,60063,false
1005,59,Female,34556,false
1006,42,Male,191007,false
1007,32,Female,196733,true
1008,35,Male,171192,false
1009,63,Female,183517,true
1010,68,Female,65924,true
1011,25,Female,137457,false
1012,54,Female,191071,true
1013,49,Male,55135,false
1014,46,Female,64638,false
1015,79,Female,125202,false
1016,69,Female,41691,false
1017,33,Male,88445,false
1018,24,Female,176305,false
1019,40,Male,56857,false
1020,75,Male,128830,false
1021,46,Female,20918,false
1022,27,Male,100197,true
1023,59,Male,23550,false
1024,53,Male,170017,true
1025,18,Female,50607,true
1026,72,Male,192148,false
1027,27,Male,23686,false
1028,61,Male,189534,false
1029,45,Female,199960,false
1030,31,Male,116456,false
1031,55,Female,122514,true
1032,61,Male,46803,false
1033,48,Female,173036,false
1034,56,Female,83130,true
1035,72,Male,163798,false
1036,76,Male,173811,false
1037,58,Male,198837,false
1038,28,Female,148673,true
1039,37,Male,184240,false
1040,61,Male,72537,false
1041,78,Male,84504,false
1042,34,Male,84118,true
1043,75,Female,175773,true
1044,71,Female,129507,true
1045,74,Male,27088,true
1046,66,Male,98297,false
1047,74,Male,39812,true
1048,50,Male,115625,false
1049,44,Male,182361,false
1050,36,Male,192143,true
1051,61,Female,115526,true
1052,61,Male,33546,false
1053,22,Male,48388,true
1054,57,Male,121015,false
1055,22,Female,51461,false
1056,61,Male,113719,false
1057,41,Male,108664,false
1058,22,Female,72062,true
1059,55,Male,146116,false
1060,38,Male,192155,false
1061,21,Female,37693,true
1062,38,Female,84801,false
1063,45,Male,172011,false
1064,22,Female,196992,false
1065,63,Male,160659,true
1066,77,Male,141561,false
1067,29,Male,23928,false
1068,21,Female,100515,true
1069,46,Female,129653,false
1070,73,Female,29288,false
1071,35,Male,194467,false
1072,29,Male,147949,true
1073,55,Male,39929,true
1074,80,Male,51004,false
1075,46,Female,152731,true
1076,61,Female,148311,false
1077,36,Male,63859,true
1078,78,Female,80812,false
1079,55,Male,138257,true
1080,54,Female,37921,true
1081,70,Male,45754,false
1082,20,Male,66430,false
1083,71,Male,42078,false
1084,65,Male,78973,true
1085,54,Female,108901,false
1086,63,Male,91696,true
1087,72,Female,158590,false
1088,25,Female,61473,false
1089,23,Male,104096,false
1090,59,Male,87368,true
1091,65,Female,151795,true
1092,73,Female,149093,true
1093,72,Male,137154,true
1094,25,Male,198334,false
1095,68,Male,135059,false
1096,24,Female,197434,false
1097,41,Female,52430,false
1098,47,Male,59818,false
1099,46,Female,100873,false
1100,35,Female,91152,false
1101,72,Male,182535,false
1102,45,Male,149139,false
1103,63,Male,166503,false
1104,77,Female,189444,false
1105,80,Male,120031,false
1106,58,Female,186730,false
1107,39,Male,29524,false
1108,79,Female,41622,false
1109,38,Male,49622,false
1110,69,Male,179552,false
1111,24,Male,119430,false
1112,43,Male,158317,true
1113,26,Male,40673,true
1114,71,Female,42328,true
1115,71,Female,55923,false
1116,69,Male,117809,false
1117,37,Female,38466,false
1118,21,Female,26008,true
1119,52,Female,151347,false
1120,27,Male,45009,true
1121,77,Female,32753,false
1122,19,Male,190746,false
1123,39,Male,67970,true
1124,52,Male,135063,true
1125,73,Male,38544,false
1126,69,Male,188100,true
1127,77,Female,30688,true
1128,42,Female,67597,true
1129,19,Male,25201,false
1130,65,Male,88400,false
1131,23,Female,108402,false
1132,38,Female,22349,false
1133,34,Male,58056,true
1134,59,Female,21914,false
1135,30,Female,101475,true
1136,34,Male,92467,false
1137,18,Female,60547,false
1138,60,Female,26171,false
1139,53,Male,107794,false
1140,75,Male,106972,false
1141,21,Male,177258,false
1142,56,Female,111574,false
1143,45,Female,69941,false
1144,76,Male,51564,false
1145,56,Female,44086,false
1146,67,Male,155601,false
1147,34,Female,150445,false
1148,46,Female,119868,true
1149,56,Female,165736,true
1150,33,Male,69176,true
